"FUND TYPE","FUND CODE","FUND DESCRIPTION","DEPARTMENT NUMBER","DEPARTMENT DESCRIPTION","APPROPRIATION AUTHORITY","APPROPRIATION AUTHORITY DESCRIPTION","APPROPRIATION ACCOUNT","APPROPRIATION ACCOUNT DESCRIPTION","2025 ORDINANCE (AMOUNT $)"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0015","Schedule Salary Adjustments","$22,833.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0020","Overtime","$683,024.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0138","For Professional Services for Information Technology Maintenance","$3,519,892.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0139","For Professional Services for Information Technology Development","$6,106,139.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$3,474,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0149","For Software Maintenance and Licensing","$8,975,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0154","For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware","$2,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0157","Rental of Equipment and Services","$845,772.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0162","Repair/Maintenance of Equipment","$1,345,699.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0166","Dues, Subscriptions and Memberships","$9,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0169","Technical Meeting Costs","$18,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0181","Mobile Communication Services","$5,525,704.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0189","Telephone - Non-Centrex Billings","$2,639,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0190","Telephone - Centrex Billings","$425,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0196","Data Circuits","$1,546,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0197","Telephone - Maintenance and Repair of Equipment and Voicemail","$3,835,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0229","Transportation and Expense Allowance","$90,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0245","Reimbursement to Travelers","$20,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0330","Food","$6,000.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0340","Material and Supplies","$514,836.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0350","Stationery and Office Supplies","$21,700.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0360","Repair Parts and Material","$365,100.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0365","Electrical Supplies","$115,000.00"
"LOCAL","0353","Emergency Communication Fund","99","Finance General","2005","Finance General","0003","Scheduled Wage Adjustments","$504,359.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0401","Tools Less Than or Equal to $100/Unit","$43,200.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0423","Communication Devices","$33,925.00"
"LOCAL","0353","Emergency Communication Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","9295","Consent Decree","$727,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0157","Rental of Equipment and Services","$16,488.00"
"LOCAL","0610","Chicago Midway Airport Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0340","Material and Supplies","$25,750.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0157","Rental of Equipment and Services","$16,488.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","51","Office of Public Safety Administration","2005","Office of Public Safety Administration","0340","Material and Supplies","$15,750.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0005","Salaries and Wages - on Payroll","$11,040,066.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0015","Schedule Salary Adjustments","$173,177.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0050","Stipends","$62,400.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0130","Postage","$18,174.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0135","For Delegate Agencies","$900,000.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0139","For Professional Services for Information Technology Development","$200,000.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$2,490,401.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0141","Appraisals","$15,000.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0142","Accounting and Auditing","$63,173.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0143","Court Reporting","$69,000.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0149","For Software Maintenance and Licensing","$70,905.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0152","Advertising","$34,945.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0159","Lease Purchase Agreements for Equipment and Machinery","$45,242.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0166","Dues, Subscriptions and Memberships","$3,700.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0169","Technical Meeting Costs","$54,760.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0179","Messenger Service","$500.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0229","Transportation and Expense Allowance","$750.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0245","Reimbursement to Travelers","$3,000.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0340","Material and Supplies","$1,000.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0350","Stationery and Office Supplies","$38,356.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","0446","For the Purchase of IT and Data Communication Hardware","$45,126.00"
"LOCAL","0100","Corporate Fund","54","Department of Planning and Development","2005","Department of Planning and Development","9438","For Services Provided by the Department of Fleet and Facilities Management","$45,000.00"
