"FUND TYPE","FUND CODE","FUND DESCRIPTION","DEPARTMENT NUMBER","DEPARTMENT DESCRIPTION","APPROPRIATION AUTHORITY","APPROPRIATION AUTHORITY DESCRIPTION","APPROPRIATION ACCOUNT","APPROPRIATION ACCOUNT DESCRIPTION","2024 ORDINANCE (AMOUNT $)"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2103","Bureau of Finance and Administration","0159","Lease Purchase Agreements for Equipment and Machinery","$89,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2103","Bureau of Finance and Administration","0340","Material and Supplies","$4,500.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2103","Bureau of Finance and Administration","0350","Stationery and Office Supplies","$55,363.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0005","Salaries and Wages - on Payroll","$35,953,912.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0012","Contract Wage Increment - Prevailing Rate","$392,250.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0015","Schedule Salary Adjustments","$48,959.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0020","Overtime","$1,650,300.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0091","Uniform Allowance","$40,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0125","Office and Building Services","$30,740,210.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0130","Postage","$30,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$10,627,158.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0149","For Software Maintenance and Licensing","$430,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0157","Rental of Equipment and Services","$1,585,040.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0160","Repair or Maintenance of Property","$3,733,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0161","Operation, Repair or Maintenance of Facilities","$5,000,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0162","Repair/Maintenance of Equipment","$4,043,260.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0313","Cleaning and Sanitation Supplies","$1,384,300.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0319","Clothing","$88,250.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0340","Material and Supplies","$5,625,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2126","Bureau of Facility Management","0342","Drugs, Medicine and Chemical Materials","$1,440.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0005","Salaries and Wages - on Payroll","$4,356,479.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0015","Schedule Salary Adjustments","$46,500.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0020","Overtime","$10,980.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$1,467,120.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0141","Appraisals","$50,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0149","For Software Maintenance and Licensing","$52,700.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0155","Rental of Property","$15,944,567.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0159","Lease Purchase Agreements for Equipment and Machinery","$440,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0160","Repair or Maintenance of Property","$682,120.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0162","Repair/Maintenance of Equipment","$50,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0166","Dues, Subscriptions and Memberships","$1,595.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0169","Technical Meeting Costs","$39,952.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0179","Messenger Service","$2,500.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0185","Waste Disposal Services","$1,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0315","Motor Vehicle Diesel Fuel","$4,806,865.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0319","Clothing","$45,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0320","Gasoline","$18,001,549.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0322","Natural Gas","$8,070,288.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0325","Alternative Fuel","$289,132.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0331","Electricity","$17,364,836.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0340","Material and Supplies","$268,425.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","0350","Stationery and Office Supplies","$525,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","9067","For Physical Exams","$7,470.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2131","Bureau of Asset Management","9160","For Expenses Related to Services Provided by PBC","$487,133.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0005","Salaries and Wages - on Payroll","$40,932,314.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0012","Contract Wage Increment - Prevailing Rate","$530,395.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0015","Schedule Salary Adjustments","$56,641.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0020","Overtime","$2,437,755.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0091","Uniform Allowance","$62,800.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$4,934,740.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0148","Testing and Inspecting","$47,025.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0149","For Software Maintenance and Licensing","$411,756.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0157","Rental of Equipment and Services","$330,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0159","Lease Purchase Agreements for Equipment and Machinery","$3,302,328.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0161","Operation, Repair or Maintenance of Facilities","$115,755.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0162","Repair/Maintenance of Equipment","$987,065.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0166","Dues, Subscriptions and Memberships","$5,500.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0176","Maintenance and Operation of City Owned Vehicles","$14,975,775.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0185","Waste Disposal Services","$7,400.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0245","Reimbursement to Travelers","$10,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0319","Clothing","$10,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0322","Natural Gas","$102,045.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0338","License Sticker, Tag and Plates","$105,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0340","Material and Supplies","$61,650.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0342","Drugs, Medicine and Chemical Materials","$4,230.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0345","Apparatus and Instruments","$39,000.00"
"LOCAL","0100","Corporate Fund","38","Department of Fleet and Facility Management","2140","Bureau of Fleet Operations","0360","Repair Parts and Material","$24,062,624.00"
